clase	gismu	
800	dembi	x_1 は x_2 （種類）のマメ科植物（ラッカセイ／ハギ／ゲンゲ／インゲンマメ／アズキ／エンドウ／アカシア／オジギソウ等）
800	barna	x_1 は x_2 に有る印／斑点
800	pilka	x_1 は x_2 を覆う皮／外面／表層
800	nazbi	x_1 は x_2 （生体）・ x_3 （鼻腔）の鼻
800	ciblu	x_1 は x_2 （生体）の血／血液
800	nirna	x_1 は x_2 （本体）の神経（神経網）／ニューロン
800	menli	x_1 は x_2 （本体）の精神／心／悟性； x_1 は心的
800	sevzi	x_1 は x_2 （者）の自己／自我／自分のイメージ
800	pruxi	x_1 は魂／霊； x_1 は霊的
800	pezli	x_1 は x_2 （植物）の葉
800	gutra	x_1 は x_2 （本体）の子宮
800	nalci	x_1 は x_2 （本体）の翼
800	vlagi	x_1 は x_2 （本体）の外陰部
800	vibna	x_1 は x_2 （本体）の膣
800	denci	x_1 は x_2 （本体）の歯
800	tance	x_1 は x_2 （本体）の舌
800	tamji	x_1 は x_2 （肢）・ x_3 （本体）の親指
800	galxe	x_1 は x_2 （本体）の喉／咽喉／食道
800	ganti	x_1 は x_2 （本体）・ x_3 （性別）の睾丸／精巣／卵巣／子房／陰嚢（いんのう）／生殖腺／性腺／雄ずい／雄しべ／雌ずい／雌しべ
800	rebla	x_1 は x_2 （本体）の尾／しっぽ
800	stani	x_1 は x_2 （植物）の茎／幹
800	janco	x_1 は x_2 （本体）の x_3 （肢）を繋ぐ肩／骨盤
800	plibu	x_1 は x_2 （本体）の陰部
800	cnebo	x_1 は x_2 （本体）の首
800	sluji	x_1 は x_2 （機能対象）・ x_3 （本体）の筋肉
800	moklu	x_1 は x_2 （本体）の口
800	fepri	x_1 は x_2 （本体）の肺／呼吸器官
800	livga	x_1 は x_2 （本体）の肝臓
800	ctebi	x_1 は x_2 （本体）の唇
800	tuple	x_1 は x_2 （本体）の脚
800	cidni	x_1 は x_2 （肢）・ x_3 （本体）の関節（膝／肘／腰／手首／足首）
800	xedja	x_1 は x_2 （本体）の顎
800	jirna	x_1 は x_2 （本体）の角／触角
800	sufti	x_1 は x_2 （本体）のひづめ
800	risna	x_1 は x_2 （本体）の心臓
800	stedu	x_1 は x_2 （本体）の頭／頭部
800	xance	x_1 は x_2 （本体）の手
800	kerfa	x_1 は x_2 （本体）・ x_3 （箇所）の毛／髪
800	canti	x_1 は x_2 （本体）の消化器官／胃腸
800	cigla	x_1 は x_2 （分泌物）・ x_3 （本体）の分泌腺； x_1 は x_2 を分泌する
800	jamfu	x_1 は x_2 （本体）の足
800	xrula	x_1 は x_2 （種類）の花
800	degji	x_1 は x_2 （本体）・ x_3 （箇所／肢）の指
800	pimlu	x_1 は x_2 （生体）の羽／羽毛
800	flira	x_1 は x_2 （本体）の顔； x_1 は表情的
800	kanla	x_1 は x_2 （本体）の目／眼／視覚器官； x_1 は視覚者
800	kerlo	x_1 は x_2 （本体）の耳／聴覚器官； x_1 は聴覚者
800	pinji	x_1 は x_2 （本体）のペニス（陰茎）／クリトリス（陰核）
800	jgalu	x_1 は x_2 （本体）の爪／蹄／かぎづめ
800	cutne	x_1 は x_2 （本体）の胸／胸腔
800	zargu	x_1 は x_2 （本体）の尻／臀部
800	mebri	x_1 は x_2 （本体）の額／おでこ
800	tatru	x_1 は x_2 （本体）の乳房／おっぱい
800	besna	x_1 は x_2 （本体）の脳
800	bongu	x_1 は x_2 （機能）・ x_3 （肉体）の骨
800	xadni	x_1 は x_2 の肉体； x_1 は身体的
800	rango	x_1 は x_2 （生体）・ x_3 （機能）の内臓
800	birka	x_1 は x_2 （本体）の腕
800	ganxo	x_1 は x_2 （本体）の肛門
800	betfu	x_1 は x_2 （本体）の腹／胴部
800	cinza	x_1 （道具／部分）は x_2 が x_3 をつまむ／はさむためのつまみ具／はさみ具
801 Total	lidja	x_1 は x_2 （性質面）に関してリビア系（言語／文化／民族／地理）
801	cevni	x_1 は x_2 （者／宗教）の、 x_3 （領域）をつかさどる神／神性／仏； x_2 は x_1 を崇拝する／崇める； x_1 は神がかり
801	crida	x_1 は x_2 （ミトス／宗教）における妖精／
801	lijda	x_1 は x_2 （信者）・ x_3 （信条／教条／教理／慣行／ドグマ）の宗教／ミュトス
801	marde	x_1 は x_2 （個人／群）の、 x_3 （事）に関する倫理／道徳（律）／モラル
801	kulnu	x_1 は x_2 （国／エトス）の文化； x_1 は文化的； x_2 は文化民族
801	bangu	x_1 は x_2 （使用者）が x_3 （概念／命題／文字列）を表すのに用いる言語； x_2 は x_1 語を話す
801	natmi	x_1 は x_2 （成員）からなる民族
801	terdi	x_1 は x_2 （生物種）の地球／主要惑星／母星
801	gugde	x_1 は x_2 （要素／成員）・ x_3 （領域）の国
801	tutra	x_1 は x_2 に属する／管轄されている領域／領土／空間
801	panka	x_1 は x_2 （共同体／政体／企業）・ x_3 （目的）の公園／敷地
801	purdi	x_1 は x_2 （家族／共同体／農耕者）・ x_3 （繁殖物／作物）の庭
801	malsi	x_1 は x_2 （宗教体系）・ x_3 （所）の寺／寺院／神社／教会／モスク／シナゴーグ
801	kagni	x_1 は x_2 （権限）・ x_3 （目的）の会社／企業
801	banxa	x_1 は x_2 （金融体系）・ x_3 （機能）の銀行
900 Total	gunma	x_1 は x_2 （要素）からなる群／団
900	gunma	x_1 は x_2 （要素）からなる群／団
900	bakfu	x_1 は x_2 （内容）を x_3 で結んだ束／パッケージ／まとまり
900	derxi	x_1 は x_2 （物質）・ x_3 （所）の堆積／やま／積み重ね
900	sorcu	x_1 は x_2 （資源／エネルギー）の、 x_3 （容器）による貯蔵／蓄積
900	stura	x_1 は x_2 （集合／体系）の構造／配置／組織
900	ciste	x_1 (lu'o) は構造 x_2 を持ち、 x_3 （構成要素の集合）からなる、性質 x_4 (ka) を示す体系／システム
900	liste	x_1 は x_2 （集合）を x_3 （序列）で x_4 （媒体）に表した目録／カタログ／リスト／一覧／名簿／ログ
900	trene	x_1 は車両 x_2 （群れ）・線路網／軌道 x_3 ・原動力 x_4 の列車／鉄道／電車／汽車／地下鉄
900	linji	x_1 は x_2 （点集合）の間の線
900	plita	x_1 は x_2 （点の集合）による二次元の面（平面）
900	cecmu	x_1 は x_2 （有機体）の共同体／社会／コミュニティ／群落／集団営巣地／植民地
900	bende	x_1 は x_2 （者達）・ x_3 （引率者）からなる、 x_4 （目的）のための仲間／チーム／乗組員／バンド／班
900	lanzu	x_1 （群）は x_2 （成員）の、 x_3 （基準）において結ばれている家族／部族
900	salta	x_1 （群）は x_2 （食材）のサラダ
900	mixre	x_1 は x_2 （成分）を混ぜ合わせたもの／調合したもの
900	sanmi	x_1 （群）は x_2 （品／コース）の食事／ごはん
900	nejni	x_1 は x_2 （種類）・ x_3 （形態）のエネルギー
900	marji	x_1 は x_2 （成分）・ x_3 （形態）の物質； x_1 は物質的／形而下
900	sligu	x_1 は x_2 （成分／物質）の x_3 （条件）における固体
900	litki	x_1 は x_2 （成分／物質）の、 x_3 （条件）における液体／流動体
900	gapci	x_1 は x_2 （成分）・ x_3 （条件）の気体／ガス
900	pesxu	x_1 は x_2 （素材）の練り物／捏ね物／のり／ペースト
900	bratu	x_1 は x_2 （成分）のひょう／あられ／みぞれ
900	bumru	x_1 は x_2 （液体成分）の霧／水蒸気／もや； x_1 は霧っぽい／もやもやしている／かすんでいる
900	pulce	x_1 は x_2 （起源）の、 x_3 （媒体／表面）における塵／沈殿物
900	kunra	x_1 は x_2 （鉱石／原鉱／原石）・ x_3 （鉱脈／鉱床／鉱坑／鉱山）の鉱物
900	ransu	x_1 は x_2 （成分）の青銅
900	lastu	x_1 は x_2 （成分）の真鍮（銅／亜鉛合金）
900	jilka	x_1 は x_2 （成分）のアルカリ
900	lanbi	x_1 は x_2 （種類）のたんぱく質／アルブミン
900	kruji	x_1 は x_2 （成分）のクリーム／乳濁液（エマルション）／プーリ
900	sodva	x_1 は x_2 （味／銘柄）の炭酸飲料／ソーダ
900	gasta	x_1 は x_2 （成分）の鋼鉄／はがね
900	rokci	x_1 は x_2 （成分）・ x_3 （産地）の岩／石
900	slasi	x_1 は x_2 （種類／成分）のプラスチック／ビニール／合成樹脂
900	bisli	x_1 は x_2 （成分）の氷／氷結物
900	blaci	x_1 は x_2 （成分）のガラス
900	jinme	x_1 は x_2 （成分）の金属
900	krili	x_1 は x_2 （成分）・ x_3 （形状）の水晶／クリスタル
900	kliti	x_1 は x_2 （成分）の粘土
900	staku	x_1 は x_2 （成分）・ x_3 （形状）のセラミックス／陶磁器
900	bukpu	x_1 は x_2 （素材／種類）の布／織物
900	xalka	x_1 は x_2 （種類）・ x_3 （起源／醸造方法）のアルコール
900	slami	x_1 は x_2 （成分）の酸； x_1 は酸性
900	nanba	x_1 は x_2 （種類／原料／穀物）のパン
900	stasu	x_1 は x_2 （食材）のスープ／シチュー／煮物
900	jduli	x_1 は x_2 （成分）のゼリー（状）／ゼラチン（状）／半固体
900	xinmo	x_1 は x_2 （色）・ x_3 （筆記用具）のインク／墨
900	fonmo	x_1 は x_2 （成分）の泡
900	cinta	x_1 は x_2 （色）・ x_3 （主成分）の塗料
500	bridi	x_1 （文字列）は x_2 （関係）を x_3 （項の集合）について表す述語関係／命題
500	tanru	x_1 は、 x_2 が x_3 を修飾し、 x_4 を意味する、使用法／例文 x_5 における複合語
910 Total	silka	x_1 は絹／シルク
910	kalci	x_1 は x_2 （生体）の糞／排泄物
910	pinca	x_1 は x_2 （生体）の尿
910	xasne	x_1 は x_2 （肉体）・ x_3 （分泌器官）から出る汗
910	sovda	x_1 は x_2 （生体）の卵／卵子／花粉／配偶子
910	danti	x_1 は x_2 （装置）で撃つ弾頭／弾丸
910	brife	x_1 は x_2 （起源）・ x_3 （速度）の風； x_1 は x_2 から吹く； x_2 は x_1 を吹く
910	sicni	x_1 は x_2 （発行源）・ x_3 （価値）・ x_4 （素材）の硬貨／コイン
910	jdini	x_1 は x_2 （発行源）のお金； x_1 は金融
910	bilni	x_1 は x_2 （体系）・ x_3 （目的）のために訓練されている編制組織
910	silka	x_1 は絹／シルク
910	ladru	x_1 は x_2 （起源）のミルク／牛乳； x_1 は乳性／酪農の
910	danmo	x_1 は x_2 （起源）の煙／スモッグ／大気汚染
910	kolme	x_1 は x_2 （起源）の石炭／泥炭／ピート／無煙炭／瀝青炭
910	dertu	x_1 は x_2 （所／起源）・ x_3 （成分）の土壌／つち
910	canre	x_1 は x_2 （起源）・ x_3 （成分）の砂／砂利
910	ckabu	x_1 は x_2 （起源）・ x_3 （成分）のゴム／ラテックス
910	jalna	x_1 は x_2 （資源）・ x_3 （成分）のデンプン
910	zbabu	x_1 は x_2 （起源）・ x_3 （成分）の石鹸
910	sakta	x_1 は x_2 （資源）・ x_3 （成分）の砂糖／果糖／ブドウ糖／乳糖
910	silna	x_1 は x_2 （資源）・ x_3 （成分）の塩
910	korka	x_1 は x_2 （木材／種類）のコルク
910	skapi	x_1 は x_2 （起源）の（特に動物性の）革／皮膚／肌
910	sunla	x_1 は x_2 （動物種／原料）のウール／羊毛
910	mudri	x_1 は x_2 （種類）の木／木材
910	rectu	x_1 は x_2 （生体）の肉
910	cirla	x_1 は x_2 （成分）のチーズ／凝乳食品
910	matne	x_1 は x_2 （原料）のバター／マーガリン／ショートニング（ラード）
910	ctile	x_1 は x_2 （起源）の石油／オイル／化石燃料
910	bakri	x_1 は x_2 （起源）・ x_3 （形状）のチョーク
910	tarla	x_1 は x_2 （起源）のタール／アスファルト
910	grasu	x_1 は x_2 （起源）の油／鉱油／灯油／油脂／獣脂／グリース／オイル
910	birje	x_1 は x_2 （起源）の発泡酒／ビール／エール
910	ckafi	x_1 は x_2 （種類）のコーヒー
910	jikru	x_1 は x_2 （原料）の蒸留から出来た酒／アルコール飲料
910	jisra	x_1 は x_2 （原料／種類）の汁／ジュース
910	vanju	x_1 は x_2 （果物成分）のワイン／葡萄酒
910	tcati	x_1 は x_2 （葉／原料）の茶／紅茶／緑茶
910	lakse	x_1 は x_2 （起源）の蝋／パラフィン
910	pelji	x_1 は x_2 （資源）の紙
980 Total	namcu	x_1 は数／量／値
500	mekso	x_1 は x_2 （原理）の数式／数学的表現
980	namcu	x_1 は数／量／値
980	sumji	x_1 は x_2 ・ x_3 の合計／総計
980	pilji	x_1 は x_2 ・ x_3 を乗算したもの； x_2 かける x_3 は x_1
980	dilcu	x_1 は x_2 （被除数）・ x_3 （除数）・ x_4 （剰余）の商
980	frinu	x_1 は x_2 （分子）・ x_3 （分母）の分数
980	parbi	x_1 は x_2 （数量／被除数）の、 x_3 （数量／除数）にたいする比／比率
980	tenfa	x_1 は x_2 （底）・ x_3 （指数／累乗）の指数関数（の結果）
980	dugri	x_1 は x_2 ・ x_3 （底）の対数
980	tanjo	x_1 は x_2 （角度／逆正接）のタンジェント／正接
980	sinso	x_1 は x_2 （逆正弦）の三角関数的正弦
990 Total	kilto	x_1 は x_2 の、 x_3 （性質）におけるキロ／千 ［1 x_1 0**3］
990	gotro	x_1 は x_2 の、 x_3 （性質）におけるヨタ／秭（じょ） ［1 x_1 0**24］
990	zetro	x_1 は x_2 の、 x_3 （性質）におけるゼタ／十垓 ［1 x_1 0**21］
990	xexso	x_1 は x_2 の、 x_3 （性質）におけるエクサ／百京 ［1 x_1 0**18］
990	petso	x_1 は x_2 の、 x_3 （性質）におけるペタ／千兆［1 x_1 0**15］
990	terto	x_1 は x_2 の、 x_3 （性質）におけるテラ／兆 ［1 x_1 0**12］
990	gigdo	x_1 は x_2 の、 x_3 （性質）におけるギガ／十億 ［1 x_1 0**9］
990	megdo	x_1 は x_2 の、 x_3 （性質）におけるメガ／百万 ［1 x_1 0**6］
990	kilto	x_1 は x_2 の、 x_3 （性質）におけるキロ／千 ［1 x_1 0**3］
990	xecto	x_1 は x_2 の、 x_3 （性質）におけるヘクト／百 ［1 x_1 0**2］
990	dekto	x_1 は x_2 ・ x_3 （性質）の［10; 1*10**1］
990	gradu	x_1 （度）は x_2 （尺度）の、 x_3 （性質）を測る単位／グレード／レベル／ポイント
990	decti	x_1 は x_2 の、 x_3 （性質）におけるデシ／十分の一 ［1 x_1 0**-1］
990	centi	x_1 は x_2 の、 x_3 （性質）におけるセンチ／百分の一 ［1 x_1 0**-2］
990	milti	x_1 は x_2 の、 x_3 （性質）におけるミリ／千分の一 ［1 x_1 0**-3］
990	mikri	x_1 は x_2 の、 x_3 （性質）におけるミクロ／百万分の一 ［1 x_1 0**-6］
990	nanvi	x_1 は x_2 の、 x_3 （性質）におけるナノ／十億分の一 ［1 x_1 0**-9］
990	picti	x_1 は x_2 の、 x_3 （性質）におけるピコ／一兆分の一 ［1 x_1 0**-12］
990	femti	x_1 は x_2 の、 x_3 （性質）におけるフェムト／千兆分の一 ［1 x_1 0**-15］
990	xatsi	x_1 は x_2 の、 x_3 （性質）におけるアト／百京分の一 ［1 x_1 0**-18］
990	zepti	x_1 は x_2 の、 x_3 （性質）におけるゼプト／十垓分の一 ［1 x_1 0**-21］
990	gocti	x_1 は x_2 の、 x_3 （性質）におけるヨクト／一秭分の一 ［1 x_1 0**-24］
999 Total	klani	x_1 は x_2 によって x_3 （尺度）について測定された量
999	klani	x_1 は x_2 によって x_3 （尺度）について測定された量
999	rapli	x_1 （動作）は x_2 （回数）にわたって繰り返す／循環／反復する
999	nanca	x_1 は x_2 （数（初期設定では1年））年間、 x_3 （基準）で継続する； x_1 は年次
999	masti	x_1 は x_2 （数）・ x_3 （暦）の月
999	jeftu	x_1 は x_2 （数）・ x_3 （基準）の週
999	djedi	x_1 は x_2 （数）・ x_3 （基準）の満日
999	cacra	x_1 の継続時間は x_2 （数）時間、 x_3 （基準）で；x_1 は x_2 （数）時間かかる
999	mentu	x_1 は x_2 （数）分の時間間隔、 x_3 （基準）において
999	snidu	x_1 は x_2 （数量）の、 x_3 （基準）における秒
999	stero	x_1 は x_2 （数）・ x_3 （基準）のステラジアン度
999	radno	x_1 は x_2 （単位）・ x_3 （基準）のラジアン／弧度
999	molro	x_1 は x_2 （数）・ x_3 （基準）のモル
999	mitre	x_1 は x_2 （数量）・ x_3 （方向）・ x_4 （基準）のメートル； x_1 は x_2 メートル
999	litce	x_1 は x_2 （数）・ x_3 （基準）のリットル量
999	grake	x_1 は x_2 （数）・ x_3 （基準）のグラム
999	kelvo	x_1 は x_2 （数）・ x_3 （基準）のケルビン度
999	delno	x_1 は x_2 （数）・ x_3 （基準）のカンデラ／光度
999	xampo	x_1 は x_2 （数）・ x_3 （基準）のアンペア
999	kramu	x_1 は x_2 （数）・ x_3 （基準）・ x_4 （下位単位）の土着的測量単位
999	gutci	x_1 は x_2 （数）の、 x_3 を下位単位とする、 x_4 （規格圏）の尺／フィート（非メートル法／土着的な距離単位のうち短いもの）
999	minli	x_1 は x_2 （数）の、 x_3 を下位単位とする、 x_4 （規格圏）の里／マイル（非メートル法／土着的な距離単位）
999	dekpu	x_1 は x_2 （数）・ x_3 （基準）・ x_4 （下位単位）のガロン度
999	bunda	x_1 は x_2 （数）・ x_3 （単位系）・ x_4 （下位単位）の非メートル法／土着の質量／貫／パウンド
999	rupnu	x_1 は x_2 （数量）の、 x_3 （通貨体系）の上位単位／円／ドル／ユーロ
999	fepni	x_1 は x_2 （数量）・ x_3 （通貨体系）の下位単位／銭／セント／コペック
1000 Total	gento	x_1 は x_2 （性質面）に関してアルゼンチン系（言語／文化／民族／地理）
1000	xurdo	x_1 は x_2 （性質面）に関してウルドゥー／インディック系（言語／文化／民族／地理）
1000	vukro	x_1 は x_2 （性質面）に関してウクライナ系（言語／文化／民族）
1000	sirxo	x_1 は x_2 （性質面）に関してシリア系（言語／文化／民族）
1000	spano	x_1 は x_2 （性質面）に関してスペイン系（言語／文化／民族）
1000	ketco	x_1 は x_2 （性質面）に関してラテンアメリカ／南アメリカ／ケチュア系（言語／文化／民族／地理）
1000	slovo	x_1 は x_2 （性質面）に関してスラブ系（言語／文化／民族）
1000	semto	x_1 は x_2 （性質面）に関してセム系（言語／文化／民族）
1000	sadjo	x_1 は x_2 （性質面）に関してサウジアラビア系（言語／文化／民族）
1000	srito	x_1 は x_2 （性質面）に関してサンスクリット／ベーダ系（言語／文化／民族）
1000	softo	x_1 は x_2 （性質面）に関してソビエト／USSR／CIS系（言語／文化／民族）
1000	rusko	x_1 は x_2 （性質面）に関してロシア系（言語／文化／民族）
1000	porto	x_1 は x_2 （性質面）に関してポルトガル系（言語／文化／民族）
1000	polno	x_1 は x_2 （性質面）に関してポリネシア／オセアニア系（言語／文化／民族）
1000	filso	x_1 は x_2 （性質面）に関してパレスチナ系（言語／文化／民族／地理）
1000	kisto	x_1 は x_2 （性質面）に関してパキスタン／パシュトー系（言語／文化／民族／地理）
1000	bemro	x_1 は x_2 （性質面）に関して北アメリカ系（言語／文化／民族／地理）
1000	morko	x_1 は x_2 （性質面）に関してモロッコ系（言語／文化／民族／地理）
1000	mexno	x_1 は x_2 （性質面）に関してメキシコ系（言語／文化／民族／地理）
1000	meljo	x_1 は x_2 （性質面）に関してマレーシア／マレー系（言語／文化／民族／地理）
1000	baxso	x_1 は x_2 （性質面）に関してマレー・インドネシア系（言語／文化／民族／地理）
1000	libjo	x_1 は x_2 （性質面）に関してリビア系（言語／文化／民族／地理）
1000	lubno	x_1 は x_2 （性質面）に関してレバノン系（言語／文化／民族／地理）
1000	latmo	x_1 は x_2 （性質）に関してラテン／ローマ／ロマンス的
1000	jordo	x_1 は x_2 （性質面）に関してヨルダン系（言語／文化／民族／地理）
1000	ponjo	x_1 は x_2 （性質面）に関して日本／ジャポニカ系（言語／文化／民族）
1000	rakso	x_1 は x_2 （性質面）に関してイラク系（言語／文化／民族）
1000	bindo	x_1 は x_2 （性質面）に関してインドネシア系（言語／文化／民族／地理）
1000	xispo	x_1 は x_2 （性質面）に関してラテンアメリカ／ヒスパニック系（言語／文化／民族）
1000	xindo	x_1 は x_2 （性質面）に関してヒンディー／ヒンドゥー系（言語／文化／民族）
1000	xebro	x_1 は x_2 （性質面）に関してヘブライ／ユダヤ／イスラエル系（言語／文化／民族）
1000	xelso	x_1 は x_2 （性質面）に関してギリシャ／ヘレン系（言語／文化／民族）
1000	dotco	x_1 は x_2 （性質面）に関してドイツ／ゲルマン系（言語／文化／民族／地理）
1000	skoto	x_1 は x_2 （性質面）に関してスコットランド／ゲール系（言語／文化／民族）
1000	fraso	x_1 は x_2 （性質面）に関してフランス／ガリア／ゴール系（言語／文化／民族／地理）
1000	ropno	x_1 は x_2 （性質面）に関してヨーロッパ系（言語／文化／民族／地理）
1000	misro	x_1 は x_2 （性質面）に関してエジプト系（言語／文化／民族／地理）
1000	jungo	x_1 は x_2 （性質面）に関して中国系（言語／文化／民族／地理）
1000	kadno	x_1 は x_2 （性質面）に関してカナダ系（言語／文化／民族／地理）
1000	brito	x_1 は x_2 （性質面）に関して英国／イギリス系（言語／文化／民族／地理）
1000	brazo	x_1 は x_2 （性質面）に関してブラジル系（言語／文化／民族／地理）
1000	bengo	x_1 は x_2 （性質面）に関してベンガル／バングラデシュ系（言語／文化／民族／地理）
1000	sralo	x_1 は x_2 （性質面）に関してオーストラリア系（言語／文化／民族／地理）
1000	xazdo	x_1 は x_2 （性質面）に関してアジア系（言語／文化／民族／地理）
1000	gento	x_1 は x_2 （性質面）に関してアルゼンチン系（言語／文化／民族／地理）
1000	xrabo	x_1 は x_2 （性質面）に関してアラビア系（言語／文化／民族／地理）
1000	dzipo	x_1 は x_2 （性質面）に関して南極系
1000	jerxo	x_1 は x_2 （性質面）に関してアルジェリア系（言語／文化／民族／地理）
1000	friko	x_1 は x_2 （性質面）に関してアフリカ系（言語／文化／民族／地理）
1000	lojbo	x_1 は x_2 （性質面）に関してロジバン系
1000	glico	x_1 は x_2 （性質面）に関して英語系（言語／文化／民族／地理）
1000	merko	x_1 は x_2 （性質面）に関してアメリカ合衆国／USA系（言語／文化／民族／地理）
1000	dadjo	x_1 は x_2 （性質面）に関して道教／タオイズム系
1000	muslo	x_1 は x_2 （性質面）に関してイスラム教系
1000	jegvo	x_1 は x_2 （性質面）に関してアブラハム宗教系（ユダヤ教／キリスト教／イスラム教）
1000	xriso	x_1 は x_2 （性質面）に関してキリスト教系
1000	budjo	x_1 は x_2 （性質面）に関して仏教系